WKT;Name;description;timestamp;begin;end;altitudeMode;tessellate;extrude;visibility;drawOrder;icon;osm_id;building;building:material;access:roof;addr:street;addr:housenumber;roof:material;Superficie;idDistricte;NomDistricte;idBarri;NomBarri
MULTIPOLYGON (((2.1211097 41.3753538,2.1212545 41.3752954,2.1212455 41.3753759,2.121249 41.3754259,2.1211847 41.3754279,2.1211867 41.3756065,2.1211155 41.3756059,2.1211124 41.3754202,2.1211097 41.3753538)));;;;;;;-1;0;-1;;;147858647;apartments;;;;;;249;DIS_2;Districte II;BAR_05;Collblanc
MULTIPOLYGON (((2.1214742 41.3755877,2.1215067 41.3753317,2.1215924 41.3751582,2.1218954 41.3753031,2.12186 41.3753353,2.1215896 41.3755816,2.1214742 41.3755877)));;;;;;;-1;0;-1;;;147858648;retail;;;;;;900;DIS_2;Districte II;BAR_05;Collblanc
MULTIPOLYGON (((2.1190067 41.3751546,2.1191462 41.3749267,2.1193633 41.3749741,2.1193877 41.3749794,2.1193447 41.3750716,2.1193152 41.3750676,2.1192598 41.3751504,2.1190067 41.3751546)));;;;;;;-1;0;-1;;;147858649;apartments;;;;;;497;DIS_2;Districte II;BAR_05;Collblanc
MULTIPOLYGON (((2.1209218 41.3754621,2.1209245 41.3754218,2.1211124 41.3754202,2.1211155 41.3756059,2.1209277 41.3756092,2.1209218 41.3754621)));;;;;;;-1;0;-1;;;147858650;apartments;;;;;;329;DIS_2;Districte II;BAR_05;Collblanc
MULTIPOLYGON (((2.1191462 41.3749267,2.1191811 41.37482,2.1194065 41.3748607,2.1193633 41.3749741,2.1191462 41.3749267)));;;;;;;-1;0;-1;;;147858651;apartments;;;;;;242;DIS_2;Districte II;BAR_05;Collblanc
MULTIPOLYGON (((2.1213241 41.3753413,2.1215067 41.3753317,2.1214742 41.3755877,2.1213314 41.3756045,2.1213272 41.3754242,2.1213241 41.3753413)));;;;;;;-1;0;-1;;;147858652;apartments;;;;;;390;DIS_2;Districte II;BAR_05;Collblanc
MULTIPOLYGON (((2.1206028 41.3754725,2.1207448 41.3754701,2.1207481 41.3756157,2.1206058 41.3756193,2.1206028 41.3754725)));;;;;;;-1;0;-1;;;147858654;apartments;;;;;;193;DIS_2;Districte II;BAR_05;Collblanc
MULTIPOLYGON (((2.1202675 41.375313,2.1203016 41.3753286,2.1203295 41.3753414,2.120379 41.3753641,2.1203644 41.3753805,2.1203732 41.3753849,2.1203571 41.3754028,2.1203312 41.3754316,2.1203138 41.3754509,2.1202993 41.3754671,2.1202763 41.3754925,2.1202692 41.3754933,2.1202688 41.3754512,2.1202687 41.3754461,2.120268 41.3753714,2.120268 41.3753708,2.1202679 41.375362,2.1202675 41.375313)));;;;;;;-1;0;-1;;;147858655;apartments;;;Passatge de Costa;;;102;DIS_2;Districte II;BAR_05;Collblanc
MULTIPOLYGON (((2.1191811 41.37482,2.1192266 41.3747294,2.1194171 41.374814,2.1194065 41.3748607,2.1191811 41.37482)));;;;;;;-1;0;-1;;;147858656;apartments;;;;;;149;DIS_2;Districte II;BAR_05;Collblanc
MULTIPOLYGON (((2.1207448 41.3754701,2.1207903 41.3754681,2.1209218 41.3754621,2.1209277 41.3756092,2.1207481 41.3756157,2.1207448 41.3754701)));;;;;;;-1;0;-1;;;147858657;apartments;;;;;;243;DIS_2;Districte II;BAR_05;Collblanc
MULTIPOLYGON (((2.1204583 41.3756193,2.1205651 41.3754721,2.1206028 41.3754725,2.1206058 41.3756193,2.1204583 41.3756193)));;;;;;;-1;0;-1;;;147858658;apartments;;;;;;127;DIS_2;Districte II;BAR_05;Collblanc
MULTIPOLYGON (((2.1182879 41.375295,2.1183978 41.37513,2.118575 41.3751928,2.1185776 41.3752266,2.1185535 41.375221,2.11854 41.3752427,2.1185616 41.3752532,2.1185024 41.3753675,2.1182879 41.375295)));;;;;;;-1;0;-1;;;147858659;apartments;;;;;;373;DIS_2;Districte II;BAR_05;Collblanc
MULTIPOLYGON (((2.1198125 41.3751868,2.1199213 41.3750475,2.1200072 41.3750938,2.1199339 41.3751863,2.1199 41.375229,2.1198125 41.3751868)));;;;;;;-1;0;-1;;;147858901;apartments;;;;;;155;DIS_2;Districte II;BAR_05;Collblanc
MULTIPOLYGON (((2.1199339 41.3751863,2.1200072 41.3750938,2.1200744 41.3751243,2.1200194 41.3751902,2.1199991 41.3752145,2.1199339 41.3751863)));;;;;;;-1;0;-1;;;147858902;apartments;;;;;;76;DIS_2;Districte II;BAR_05;Collblanc
MULTIPOLYGON (((2.1211498 41.3749488,2.1212061 41.3748965,2.1215362 41.3750841,2.1214906 41.3751384,2.1211498 41.3749488)));;;;;;;-1;0;-1;;;147858904;apartments;;;;;;255;DIS_2;Districte II;BAR_05;Collblanc
MULTIPOLYGON (((2.1199103 41.3753513,2.119983 41.3753505,2.1201834 41.3753477,2.1201857 41.3754379,2.1199562 41.3754411,2.119912 41.3754416,2.1199103 41.3753513)));;;;;;;-1;0;-1;;;147858906;apartments;;;;;;229;DIS_2;Districte II;BAR_05;Collblanc
MULTIPOLYGON (((2.1199804 41.3752367,2.1200206 41.3752387,2.1201731 41.375241,2.1201834 41.3753477,2.119983 41.3753505,2.1199804 41.3752367)));;;;;;;-1;0;-1;;;147858908;apartments;;;;;;200;DIS_2;Districte II;BAR_05;Collblanc
MULTIPOLYGON (((2.1209647 41.37514,2.1210076 41.3750897,2.1212866 41.3752548,2.1212545 41.3752954,2.1211982 41.3752753,2.1209647 41.37514)));;;;;;;-1;0;-1;;;147858909;apartments;;;;;;190;DIS_2;Districte II;BAR_05;Collblanc
MULTIPOLYGON (((2.1209084 41.3751863,2.1209647 41.37514,2.1211982 41.3752753,2.1211419 41.3753176,2.1209084 41.3751863)));;;;;;;-1;0;-1;;;147858911;apartments;;;;;;166;DIS_2;Districte II;BAR_05;Collblanc
MULTIPOLYGON (((2.1200194 41.3751902,2.1200744 41.3751243,2.1201627 41.3751642,2.1201731 41.375241,2.1200206 41.3752387,2.1200194 41.3751902)));;;;;;;-1;0;-1;;;147858912;apartments;;;;;;124;DIS_2;Districte II;BAR_05;Collblanc
MULTIPOLYGON (((2.1206724 41.3753957,2.1207743 41.3753111,2.1209138 41.3753957,2.1208548 41.37545,2.1208254 41.3754363,2.1207903 41.3754681,2.1206724 41.3753957)));;;;;;;-1;0;-1;;;147858913;apartments;;;;;;181;DIS_2;Districte II;BAR_05;Collblanc
MULTIPOLYGON (((2.1205651 41.3754721,2.1206724 41.3753957,2.1207903 41.3754681,2.1207448 41.3754701,2.1206028 41.3754725,2.1205651 41.3754721)));;;;;;;-1;0;-1;;;147858914;apartments;;;;;;80;DIS_2;Districte II;BAR_05;Collblanc
MULTIPOLYGON (((2.1212061 41.3748965,2.1213671 41.3747415,2.1216665 41.374914,2.1217479 41.3749609,2.121587 41.3751139,2.1215362 41.3750841,2.1212061 41.3748965)));;;;;;;-1;0;-1;;;147858915;apartments;;;;;;870;DIS_2;Districte II;BAR_05;Collblanc
MULTIPOLYGON (((2.1210479 41.3750454,2.1211498 41.3749488,2.1214906 41.3751384,2.1213939 41.3752407,2.1213671 41.3752306,2.1210479 41.3750454)));Banco Santander;;;;;;-1;0;-1;;;147858916;yes;;;;;;503;DIS_2;Districte II;BAR_05;Collblanc
MULTIPOLYGON (((2.1194895 41.3751239,2.1195138 41.3750016,2.1195432 41.3748683,2.119782 41.3749734,2.1196183 41.3751823,2.1194895 41.3751239)));;;;;;;-1;0;-1;;;147858917;apartments;;;;;;481;DIS_2;Districte II;BAR_05;Collblanc
MULTIPOLYGON (((2.1196183 41.3751823,2.119782 41.3749734,2.1199213 41.3750475,2.1198125 41.3751868,2.1197658 41.3752467,2.1196183 41.3751823)));;;;;;;-1;0;-1;;;147858918;apartments;;;;;;374;DIS_2;Districte II;BAR_05;Collblanc
MULTIPOLYGON (((2.1193633 41.3749741,2.1194065 41.3748607,2.1194171 41.374814,2.1195432 41.3748683,2.1195138 41.3750016,2.1193877 41.3749794,2.1193633 41.3749741)));;;;;;;-1;0;-1;;;147858919;apartments;;;;;;201;DIS_2;Districte II;BAR_05;Collblanc
MULTIPOLYGON (((2.1210076 41.3750897,2.1210479 41.3750454,2.1213671 41.3752306,2.1213243 41.3752713,2.1212866 41.3752548,2.1210076 41.3750897)));;;;;;;-1;0;-1;;;147858920;apartments;;;;;;204;DIS_2;Districte II;BAR_05;Collblanc
MULTIPOLYGON (((2.1207743 41.3753111,2.1208252 41.3752729,2.1210185 41.375382,2.120938 41.3754142,2.1209138 41.3753957,2.1207743 41.3753111)));;;;;;;-1;0;-1;;;147858921;apartments;;;;;;121;DIS_2;Districte II;BAR_05;Collblanc
MULTIPOLYGON (((2.1213671 41.3747415,2.1214475 41.3746671,2.1217452 41.3748381,2.1216665 41.374914,2.1213671 41.3747415)));;;;;;;-1;0;-1;;;147858923;apartments;;;;;;335;DIS_2;Districte II;BAR_05;Collblanc
MULTIPOLYGON (((2.1208252 41.3752729,2.1209084 41.3751863,2.1211419 41.3753176,2.1211097 41.3753538,2.1210185 41.375382,2.1208252 41.3752729)));;;;;;;-1;0;-1;;;147858925;apartments;;;;;;276;DIS_2;Districte II;BAR_05;Collblanc
MULTIPOLYGON (((2.1214475 41.3746671,2.1215199 41.3745966,2.1216883 41.3746907,2.1218232 41.3747661,2.1217452 41.3748381,2.1214475 41.3746671)));;;;;;;-1;0;-1;;;147858926;apartments;;;;;;318;DIS_2;Districte II;BAR_05;Collblanc
MULTIPOLYGON (((2.116141 41.3700014,2.1166 41.3695463,2.1166524 41.369551,2.1169258 41.3703835,2.1168542 41.3703851,2.1161605 41.3700698,2.116141 41.3700014)));;;;;;;-1;0;-1;;;281284078;apartments;;;;;;2996;DIS_2;Districte II;BAR_05;Collblanc
MULTIPOLYGON (((2.1155081 41.3705972,2.1159589 41.3701788,2.1160835 41.3701491,2.1165318 41.3703558,2.1169747 41.3705562,2.1170147 41.3706744,2.1169712 41.3711892,2.1155161 41.3706313,2.1155081 41.3705972)));;;;;;;-1;0;-1;;;281284080;apartments;;;;;;7757;DIS_2;Districte II;BAR_05;Collblanc
MULTIPOLYGON (((2.11519 41.3709032,2.1153935 41.37071,2.1154528 41.3706877,2.11689 41.371243,2.1168998 41.3712967,2.1167435 41.3715338,2.1166783 41.3715509,2.1151965 41.3709521,2.11519 41.3709032)));;;;;;;-1;0;-1;;;281284081;apartments;;;;;;5360;DIS_2;Districte II;BAR_05;Collblanc
MULTIPOLYGON (((2.1151694 41.3714807,2.1152444 41.3713463,2.1153052 41.3713568,2.1154195 41.3711633,2.1154783 41.3711984,2.1155586 41.3712656,2.1156105 41.3714625,2.115513 41.3714368,2.115443 41.3715625,2.1151694 41.3714807)));;;;;;;-1;0;-1;;;281311740;apartments;;;;;;848;DIS_2;Districte II;BAR_05;Collblanc
MULTIPOLYGON (((2.1144507 41.3716169,2.1146331 41.3714409,2.1147015 41.3714165,2.1157143 41.3717024,2.1160237 41.3720837,2.1159993 41.3721235,2.114467 41.3716829,2.1144507 41.3716169)));;;;;;;-1;0;-1;;;281311741;apartments;;;;;;4207;DIS_2;Districte II;BAR_05;Collblanc
MULTIPOLYGON (((2.1160661 41.372003,2.116382 41.3715533,2.1164308 41.3715411,2.1166425 41.3716169,2.1166425 41.3716487,2.116255 41.3721448,2.116167 41.372135,2.1160661 41.372003)));;;;;;;-1;0;-1;;;281311742;apartments;;;;;;1492;DIS_2;Districte II;BAR_05;Collblanc
MULTIPOLYGON (((2.1139785 41.3720543,2.1142684 41.371788,2.1143465 41.3717586,2.1161638 41.3722743,2.1162452 41.3723965,2.1162517 41.3725065,2.1161735 41.3726458,2.1160814 41.3726745,2.1140078 41.3721106,2.1139785 41.3720543)));;;;;;;-1;0;-1;;;281311743;apartments;;;;;;8387;DIS_2;Districte II;BAR_05;Collblanc
MULTIPOLYGON (((2.1158381 41.371722,2.116053 41.3714116,2.116294 41.3715118,2.116027 41.3718955,2.1159814 41.3719028,2.1158381 41.371722)));;;;;;;-1;0;-1;;;281311744;apartments;;;;;;1043;DIS_2;Districte II;BAR_05;Collblanc
MULTIPOLYGON (((2.1171086 41.3712392,2.1171462 41.3706535,2.1179911 41.371052,2.1176156 41.3714747,2.1171086 41.3712392)));;;;;;;-1;0;-1;;;281312435;apartments;;;;;;3775;DIS_2;Districte II;BAR_05;Collblanc
MULTIPOLYGON (((2.1171086 41.3704562,2.1173903 41.3699892,2.1174788 41.3699691,2.1184417 41.3705408,2.1180608 41.3709856,2.1171194 41.3705206,2.1171086 41.3704562)));;;;;;;-1;0;-1;;;281312436;apartments;;;;;;6491;DIS_2;Districte II;BAR_05;Collblanc
MULTIPOLYGON (((2.116791 41.3695799,2.116835 41.3695645,2.1173056 41.369855,2.1173205 41.3699087,2.1170925 41.3703214,2.1170147 41.3703254,2.116791 41.3695799)));;;;;;;-1;0;-1;;;281312437;apartments;;;;;;1840;DIS_2;Districte II;BAR_05;Collblanc
MULTIPOLYGON (((2.1136233 41.3724134,2.1138513 41.3721981,2.1139398 41.3721699,2.1160373 41.3727274,2.1160802 41.3727858,2.1159783 41.3730535,2.1159058 41.3730756,2.1136421 41.3724738,2.1136233 41.3724134)));;;;;;;-1;0;-1;;;281320133;apartments;;;;;;8115;DIS_2;Districte II;BAR_05;Collblanc
MULTIPOLYGON (((2.1139063 41.3740077,2.1139724 41.373891,2.1140232 41.3739077,2.1140171 41.3739207,2.1140659 41.3739352,2.114076 41.3739184,2.1141106 41.3739261,2.1140384 41.374045,2.1139063 41.3740077)));;;;;;;-1;0;-1;;;315612821;residential;;;Carrer de Rius i Carrió;11;;161;DIS_2;Districte II;BAR_05;Collblanc
MULTIPOLYGON (((2.1099291 41.3749765,2.1100982 41.3749723,2.1101187 41.3754322,2.1099497 41.3754364,2.1099291 41.3749765)));;;;;;;-1;0;-1;;;503415287;yes;;;Carretera de Collblanc;159;;723;DIS_2;Districte II;BAR_05;Collblanc
MULTIPOLYGON (((2.1101758 41.3754504,2.1102631 41.3754496,2.1102619 41.3753744,2.1103177 41.3753739,2.1103126 41.3750569,2.1104862 41.3750553,2.1104923 41.3754414,2.1103455 41.3754427,2.1103474 41.3755636,2.1101776 41.3755651,2.1101758 41.3754504)));;;;;;;-1;0;-1;;;503415288;yes;;;Carretera de Collblanc;157;;844;DIS_2;Districte II;BAR_05;Collblanc
MULTIPOLYGON (((2.110554 41.3754904,2.1110567 41.3754877,2.1110578 41.3755945,2.110555 41.3755972,2.110554 41.3754904)));;;;;;;-1;0;-1;;;503415289;yes;;;Carretera de Collblanc;;;499;DIS_2;Districte II;BAR_05;Collblanc
MULTIPOLYGON (((2.1119661 41.3754767,2.1122206 41.3755643,2.1122253 41.3757921,2.1119731 41.3757921,2.1119661 41.3754767)));;;;;;;-1;0;-1;;;503415292;industrial;;;;;;637;DIS_2;Districte II;BAR_05;Collblanc
MULTIPOLYGON (((2.114113 41.3733716,2.1141922 41.3732022,2.1142634 41.3731687,2.1144626 41.3732236,2.1143811 41.3733983,2.114365 41.3734326,2.114113 41.3733716)));;;;;;;-1;0;-1;;;537730477;apartments;;;;;;542;DIS_2;Districte II;BAR_05;Collblanc
MULTIPOLYGON (((2.1140804 41.3734478,2.114113 41.3733716,2.114365 41.3734326,2.1143854 41.3734402,2.1143447 41.3735134,2.1140804 41.3734478)));;;;;;;-1;0;-1;;;537730478;apartments;;;;;;212;DIS_2;Districte II;BAR_05;Collblanc
MULTIPOLYGON (((2.1140479 41.3735119,2.1140804 41.3734478,2.1143447 41.3735134,2.1143162 41.373576,2.1142764 41.3735665,2.1142266 41.3735548,2.1140479 41.3735119)));;;;;;;-1;0;-1;;;537730480;apartments;;;;;;175;DIS_2;Districte II;BAR_05;Collblanc
MULTIPOLYGON (((2.1140052 41.3735836,2.1140479 41.3735119,2.1142266 41.3735548,2.1141597 41.3736751,2.1140357 41.37364,2.1140052 41.3735836)));;;;;;;-1;0;-1;;;537730483;apartments;;;;;;210;DIS_2;Districte II;BAR_05;Collblanc
MULTIPOLYGON (((2.1141597 41.3736751,2.1142266 41.3735548,2.1142764 41.3735665,2.1142138 41.3736905,2.1141597 41.3736751)));;;;;;;-1;0;-1;;;537730485;apartments;;;;;;67;DIS_2;Districte II;BAR_05;Collblanc
MULTIPOLYGON (((2.1142138 41.3736905,2.1142764 41.3735665,2.1143162 41.373576,2.1143447 41.3735134,2.1144272 41.3735365,2.1144028 41.3735898,2.1145309 41.3736249,2.1144597 41.3737576,2.1142138 41.3736905)));;;;;;;-1;0;-1;;;537730487;apartments;;;;;;393;DIS_2;Districte II;BAR_05;Collblanc
MULTIPOLYGON (((2.1143811 41.3733983,2.1144626 41.3732236,2.1145573 41.3732451,2.114476 41.3734236,2.1143811 41.3733983)));;;;;;;-1;0;-1;;;537730490;apartments;;;;;;173;DIS_2;Districte II;BAR_05;Collblanc
MULTIPOLYGON (((2.1144293 41.3735166,2.1145573 41.3732451,2.1146325 41.373268,2.1145704 41.3734039,2.1145085 41.3735395,2.1144293 41.3735166)));;;;;;;-1;0;-1;;;537730492;apartments;;;;;;222;DIS_2;Districte II;BAR_05;Collblanc
MULTIPOLYGON (((2.1145704 41.3734039,2.1146325 41.373268,2.1146976 41.3732863,2.1146366 41.373422,2.1145704 41.3734039)));;;;;;;-1;0;-1;;;537730494;apartments;;;;;;93;DIS_2;Districte II;BAR_05;Collblanc
MULTIPOLYGON (((2.1145736 41.3735471,2.1146976 41.3732863,2.1147809 41.3733076,2.1146488 41.373567,2.1145736 41.3735471)));;;;;;;-1;0;-1;;;537730496;apartments;;;;;;216;DIS_2;Districte II;BAR_05;Collblanc
MULTIPOLYGON (((2.1146244 41.3736173,2.1146488 41.373567,2.1147809 41.3733076,2.1148582 41.3733244,2.1148846 41.3733931,2.1147586 41.3736493,2.1146244 41.3736173)));;;;;;;-1;0;-1;;;537730498;apartments;;;;;;414;DIS_2;Districte II;BAR_05;Collblanc
MULTIPOLYGON (((2.1144597 41.3737576,2.1145309 41.3736249,2.1147443 41.3736829,2.1146915 41.3737775,2.1146305 41.3738064,2.1144597 41.3737576)));;;;;;;-1;0;-1;;;537730501;apartments;;;;;;294;DIS_2;Districte II;BAR_05;Collblanc
MULTIPOLYGON (((2.1138139 41.3739361,2.1138863 41.3738154,2.1140234 41.3738588,2.1140969 41.3738828,2.114076 41.3739184,2.1139724 41.373891,2.1139063 41.3740077,2.1138246 41.3739794,2.1138139 41.3739361)));;;;;;;-1;0;-1;;;537730503;residential;;;;;;228;DIS_2;Districte II;BAR_05;Collblanc
MULTIPOLYGON (((2.1140384 41.374045,2.1141106 41.3739261,2.114121 41.373912,2.1141492 41.37392,2.1141612 41.3738999,2.1142176 41.373917,2.1142055 41.3739371,2.114235 41.3739472,2.1141599 41.374081,2.1140384 41.374045)));;;;;;;-1;0;-1;;;537730504;residential;;;;;;186;DIS_2;Districte II;BAR_05;Collblanc
MULTIPOLYGON (((2.1141599 41.374081,2.114235 41.3739472,2.1142927 41.3739663,2.1142216 41.3741002,2.1141599 41.374081)));;;;;;;-1;0;-1;;;537730506;residential;;;;;;87;DIS_2;Districte II;BAR_05;Collblanc
MULTIPOLYGON (((2.1142216 41.3741002,2.1142927 41.3739663,2.1143463 41.3739834,2.1142819 41.3741183,2.1142216 41.3741002)));;;;;;;-1;0;-1;;;537730508;apartments;;;;;;82;DIS_2;Districte II;BAR_05;Collblanc
MULTIPOLYGON (((2.1142819 41.3741183,2.1143463 41.3739834,2.1145317 41.3740416,2.1144818 41.3741454,2.1144214 41.3741626,2.1142819 41.3741183)));;;;;;;-1;0;-1;;;537730510;residential;;;;;;260;DIS_2;Districte II;BAR_05;Collblanc
MULTIPOLYGON (((2.1143463 41.3739834,2.1143705 41.3739381,2.1145588 41.3739937,2.1145317 41.3740416,2.1143463 41.3739834)));;;;;;;-1;0;-1;;;537730512;apartments;;;;;;94;DIS_2;Districte II;BAR_05;Collblanc
MULTIPOLYGON (((2.1143705 41.3739381,2.1144 41.3738808,2.1144608 41.3738989,2.1145891 41.3739371,2.1145588 41.3739937,2.1143705 41.3739381)));;;;;;;-1;0;-1;;;537730513;apartments;;;;;;115;DIS_2;Districte II;BAR_05;Collblanc
MULTIPOLYGON (((2.1144608 41.3738989,2.1145032 41.3738194,2.1145824 41.3738365,2.1146145 41.3738838,2.1145891 41.3739371,2.1144608 41.3738989)));;;;;;;-1;0;-1;;;537730515;apartments;;;;;;105;DIS_2;Districte II;BAR_05;Collblanc
MULTIPOLYGON (((2.1144 41.3738808,2.1144389 41.3738003,2.1145032 41.3738194,2.1144608 41.3738989,2.1144 41.3738808)));;;;;;;-1;0;-1;;;537730516;apartments;;;;;;54;DIS_2;Districte II;BAR_05;Collblanc
MULTIPOLYGON (((2.1142699 41.3738465,2.1143115 41.373765,2.1144389 41.3738003,2.1144 41.3738808,2.1142699 41.3738465)));;;;;;;-1;0;-1;;;537730517;apartments;;;;;;110;DIS_2;Districte II;BAR_05;Collblanc
MULTIPOLYGON (((2.1141076 41.3738586,2.114172 41.3737258,2.1143115 41.373765,2.1142699 41.3738465,2.1142431 41.3738979,2.1141076 41.3738586)));;;;;;;-1;0;-1;;;537730518;apartments;;;;;;194;DIS_2;Districte II;BAR_05;Collblanc
MULTIPOLYGON (((2.1140338 41.3738385,2.1141036 41.3737036,2.114172 41.3737258,2.1141076 41.3738586,2.1140338 41.3738385)));;;;;;;-1;0;-1;;;537730520;apartments;;;;;;102;DIS_2;Districte II;BAR_05;Collblanc
MULTIPOLYGON (((2.1138863 41.3738154,2.1139386 41.3736946,2.1140043 41.3736724,2.1141036 41.3737036,2.1140338 41.3738385,2.1140234 41.3738588,2.1138863 41.3738154)));;;;;;;-1;0;-1;;;537730523;apartments;;;;;;229;DIS_2;Districte II;BAR_05;Collblanc
MULTIPOLYGON (((2.1137173 41.3740833,2.1137944 41.37405,2.1139228 41.3740876,2.1138971 41.3741402,2.1137173 41.3740833)));;;;;;;-1;0;-1;;;537738704;residential;;;;;;84;DIS_2;Districte II;BAR_05;Collblanc
MULTIPOLYGON (((2.1136788 41.3741498,2.1137173 41.3740833,2.1138971 41.3741402,2.1138609 41.3742077,2.1136788 41.3741498)));;;;;;;-1;0;-1;;;537738706;residential;;;;;;133;DIS_2;Districte II;BAR_05;Collblanc
MULTIPOLYGON (((2.1136297 41.3742366,2.1136788 41.3741498,2.1138609 41.3742077,2.1138492 41.3742296,2.1138317 41.3742243,2.1138095 41.3742637,2.1138329 41.3742716,2.1138236 41.3742909,2.1137652 41.3742745,2.1137464 41.3742692,2.1137124 41.3742595,2.1136949 41.3742546,2.1136297 41.3742366)));;;;;;;-1;0;-1;;;537738708;residential;;;;;;162;DIS_2;Districte II;BAR_05;Collblanc
MULTIPOLYGON (((2.113534 41.3744346,2.1136297 41.3742366,2.1136949 41.3742546,2.1136925 41.3742796,2.1136718 41.3744924,2.1135784 41.3744863,2.113534 41.3744346)));;;;;;;-1;0;-1;;;537738710;residential;;;;;;248;DIS_2;Districte II;BAR_05;Collblanc
MULTIPOLYGON (((2.1136718 41.3744924,2.1136925 41.3742796,2.1137103 41.3742821,2.1137124 41.3742595,2.1137464 41.3742692,2.1137465 41.3742865,2.1137734 41.3742874,2.1137675 41.3743402,2.11375 41.3744976,2.1137321 41.3744962,2.1137209 41.3745047,2.1136975 41.3745029,2.1136881 41.3744941,2.1136718 41.3744924)));;;;;;;-1;0;-1;;;537738712;residential;;;;;;166;DIS_2;Districte II;BAR_05;Collblanc
MULTIPOLYGON (((2.11375 41.3744976,2.1137675 41.3743402,2.113819 41.3743435,2.1138028 41.3745014,2.11375 41.3744976)));;;;;;;-1;0;-1;;;537738714;residential;;;;;;77;DIS_2;Districte II;BAR_05;Collblanc
MULTIPOLYGON (((2.1138028 41.3745014,2.113819 41.3743435,2.1138302 41.3742489,2.1139105 41.3742535,2.1139017 41.3743373,2.1138841 41.3745067,2.1138028 41.3745014)));;;;;;;-1;0;-1;;;537738716;residential;;;;;;192;DIS_2;Districte II;BAR_05;Collblanc
MULTIPOLYGON (((2.1138841 41.3745067,2.1139017 41.3743373,2.1139644 41.3743374,2.1139481 41.3745113,2.1138841 41.3745067)));;;;;;;-1;0;-1;;;537738718;residential;;;;;;101;DIS_2;Districte II;BAR_05;Collblanc
MULTIPOLYGON (((2.1139481 41.3745113,2.1139644 41.3743374,2.1139715 41.374265,2.1140904 41.3742703,2.1140884 41.3742848,2.114129 41.3742856,2.1141274 41.3743005,2.1141036 41.3745197,2.1139481 41.3745113)));;;;;;;-1;0;-1;;;537738721;residential;;;;;;358;DIS_2;Districte II;BAR_05;Collblanc
MULTIPOLYGON (((2.1141036 41.3745197,2.1141274 41.3743005,2.1141912 41.3743046,2.1141877 41.374342,2.1141737 41.3745227,2.1141036 41.3745197)));;;;;;;-1;0;-1;;;537738724;residential;;;;;;136;DIS_2;Districte II;BAR_05;Collblanc
MULTIPOLYGON (((2.1141737 41.3745227,2.1141877 41.374342,2.1143524 41.3743921,2.1142896 41.3745058,2.1142657 41.3745037,2.1142632 41.3745166,2.1142375 41.3745147,2.1142357 41.3745258,2.1141737 41.3745227)));;;;;;;-1;0;-1;;;537738728;residential;;;;;;202;DIS_2;Districte II;BAR_05;Collblanc
MULTIPOLYGON (((2.1141877 41.374342,2.1142054 41.3743108,2.11437 41.3743553,2.1143524 41.3743921,2.1141877 41.374342)));;;;;;;-1;0;-1;;;537738731;residential;;;;;;60;DIS_2;Districte II;BAR_05;Collblanc
MULTIPOLYGON (((2.1141912 41.3743046,2.1141996 41.3742867,2.11425 41.374179,2.1142662 41.3741848,2.1142708 41.3741744,2.114381 41.3742079,2.114418 41.3742576,2.11437 41.3743553,2.1142054 41.3743108,2.1141912 41.3743046)));;;;;;;-1;0;-1;;;537738734;residential;;;;;;244;DIS_2;Districte II;BAR_05;Collblanc
MULTIPOLYGON (((2.1139443 41.3742154,2.1139966 41.374101,2.1140493 41.3741158,2.1140544 41.3741073,2.1141014 41.3741195,2.1140967 41.3741303,2.1141748 41.3741551,2.1141815 41.3741461,2.1141984 41.3741507,2.1141923 41.3741611,2.11425 41.374179,2.1141996 41.3742867,2.1139443 41.3742154)));;;;;;;-1;0;-1;;;537738736;residential;;;;;;307;DIS_2;Districte II;BAR_05;Collblanc
MULTIPOLYGON (((2.1138609 41.3742077,2.1139228 41.3740876,2.11393 41.3740792,2.1139966 41.374101,2.1139443 41.3742154,2.1139377 41.3742306,2.1138609 41.3742077)));;;;;;;-1;0;-1;;;537738738;residential;;;;;;101;DIS_2;Districte II;BAR_05;Collblanc
MULTIPOLYGON (((2.1131446 41.3744516,2.1132052 41.3743167,2.1132278 41.3742665,2.1133577 41.3742792,2.1133655 41.3742698,2.1134998 41.3743133,2.1134255 41.3744572,2.1134032 41.3744527,2.1133958 41.3744739,2.1131446 41.3744516)));;;;;;;-1;0;-1;;;537738740;residential;;;;;;482;DIS_2;Districte II;BAR_05;Collblanc
MULTIPOLYGON (((2.1130741 41.3744476,2.1131304 41.3743199,2.1132052 41.3743167,2.1131446 41.3744516,2.1130741 41.3744476)));;;;;;;-1;0;-1;;;537738743;residential;;;;;;89;DIS_2;Districte II;BAR_05;Collblanc
MULTIPOLYGON (((2.1129006 41.3743926,2.1129581 41.374281,2.1130975 41.3743125,2.1131304 41.3743199,2.1130741 41.3744476,2.1129878 41.3744456,2.1129716 41.3744543,2.1129513 41.3744535,2.1129348 41.3744453,2.1129292 41.3744315,2.1129006 41.3743926)));;;;;;;-1;0;-1;;;537738745;residential;;;;;;252;DIS_2;Districte II;BAR_05;Collblanc
MULTIPOLYGON (((2.1129581 41.374281,2.1129976 41.3742072,2.1131308 41.3742431,2.1130975 41.3743125,2.1129581 41.374281)));;;;;;;-1;0;-1;;;537738747;residential;;;;;;102;DIS_2;Districte II;BAR_05;Collblanc
